"Company Name",Address,Place,Zip,Sector,Product,Website,Region
"Expert Solar Systems","11700 E. Sneller Vista","Tucson, Arizona",85749,Solar,"Solar energy systems",http://www.expertsolar.com/,
"EyeOn Solar",,"Boulder, Colorado",80304,"Renewable Energy,Solar","EyeOn Solar develops, owns and operates renewable energy assets in the state of Colorado.",,
"FAFCO Inc",,"Chico, California",95928,Solar,"US manufacturer of solar pool and residential heating using polymer and thermal energy storage.",,
"FAS Technologies LLC",,"Dallas, Texas",75238,Solar,"US-based manufacturer of meterology and automation systems for semiconductor, flat panel display, medical and solar industries.",,
"FLS Energy Inc",,"North Carolina",28711,"Services,Solar","North Carolina based company that provides commercial and home PV installations and the design of solar hot water systems. FLS also offers consulting services for companies looking for energy efficient solutions.",,
"FPC Services Inc",,"Sublette, Illinois",61367,"Solar,Wind energy","A developer of utility scale wind projects and an installer of small systems, of up to 51.0kW of wind and solar for individuals.",,
"FRONIUS USA LLC",,"Brighton, Michigan 48116 USA, Michigan",,Solar,"Focused on welding machines and solar inverters.",,
"FTL Solar",,"Austin, Texas","TX 78701",Solar,"FTL Solar develops lightweight, flexible tensile structures embedded with thin-film solar cells.",,
"FTL Solar LLC","44 East 32nd Street, Suite 350","New York, New York",10016,Solar,"Creator of flexible, tensile structures integrated with thin film solar cells",http://www.ftlsolar.com/,"Northeast - NY NJ CT PA Area"
"Fabbrica Trentina Conduttori Srl FCT",,"Rovereto, Italy",68068,Solar,"Italy-based producer of security cables for alarm systems. The firm also provides solar cables and PV junction boxes.",,
Facilasol,,"Pleurtuit, France",35730,"Solar,Wind energy","Facilasol is a company which distributes and installs micro wind turbines, solar passive systems and photovoltaic panels.",,
Fairway,,"Cachoeiro de Itapemirim, Espirito Santo, Brazil",,Solar,"Espirito Santo-based firm planning to develop a solar PV manufacturing plant.",,
"Far West Rice",,"Nelson, California",95958,Solar,"California-based family-owned rice mill. Owns a solar farm used mostly for the electricity needs of their factory.",,
"Fedi Impianti",,"Firenze, Italy",50127,Solar,"Italy-based solar inverter distributor for Power-One, Sharp and Mitsubishi. The firm is also involved in PV project construction.",,
"Fenestration Testing Laboratory, Inc.","8148 NW 74 Avenue, Medley, FL 33166","Medley, Florida,United States",33166,"Services,Solar",,http://ftl-incinfo.com/,
"Ferro Corporation",,"Cleveland, Ohio",44114-7000,Solar,"Cleveland-based manufacturer of metal pastes and powders for solar energy applications.",,
"Ferrostaal eSolar JV",,Germany,,Solar,"Germany-based solar thermal electricity generation joint venture.",,
"Ferrotec Corp",,"Tokyo, Tokyo, Japan","104 0031",Solar,"Japanese manufacturer of precision systems for solar and semiconductor industries.",,
"Ferven Technologia",,"Madrid, Spain",28035,Solar,"Madrid-based distributor and supplier of solar panels.",,
"Fetz Plumbing, Heating & Air Conditioning","115 Washington Street - P.O. Box 516","Urbana, Ohio",43078,"Efficiency,Geothermal energy,Services,Solar","Installation,Maintenance and repair",http://fetzphc.com,
"Fichtner GmbH Co KG",,"Stuttgart, Baden-WÃ¼rttemberg, Germany",70191,Solar,"Consulting engineering company, focusses on large scale projects in the infrastructure sector. Leading consultant for Solar Thermal Electricity Generation (STEG) projects.",,
Filmetrics,"11010 Roselle St Suite 150","San Diego, California",92121,Solar,"Makes instruments for measuring thin-layer films",http://www.filmetrics.com/,"Southern CA Area"
"Filsol Solar Ltd",,"Carmarthenshire, Wales, United Kingdom","SA15 5RA",Solar,"Wales-based manufacturer and installer of solar passive heating systems and PV modules.",,
"Finfocer XXI SL",,Spain,,Solar,"Spanish solar project developer.",,
"Fire Energy S L",,"Madrid, Spain",28806,Solar,"Solar power developer and distributor based in Spain.",,
"First Philec Solar Corp",,"Binan, Laguna, Philippines",4024,"Services,Solar","First Philec Solar Corporation is a JV between US-based PV cell and module maker SunPower and First Philippine Electric. The joint venture provides wafer slicing services in the Philippines.",,
"First Solar","350 West Washington Street, Suite 600 Tempe AZ","United States,Tempe, Arizona",85281,Solar,"Solar energy systems",http://www.firstsolar.com/,
"First Solar Electric LLC formerly DT Solar",,"Branchburg, New Jersey",8876,Solar,"PV project developer and installer, acquired by First Solar in November 2007, to develop large solar power projects in the US Southwest.",,
"Fitcraft Production sro",,"Novy Jicin, Czech Republic",74101,Solar,"Czech manufacturer of silicon wafers, PV c-Si modules and solar street lights.",,
"Five Star Technologies",,"Independence, Ohio",44131,Solar,"US manufacturer of inks and pastes for the electronics industry,in solar, manufactures silver paste for screen printing PV cells.",,
"Flabeg GmbH co KG",,"NÃ¼rnberg, Germany",90441,Solar,"Glass finishing for automotive and solar industry, especially STEG.",,
"Flagsol GmbH",,"Koeln, Germany",50667,Solar,"German-based solar plant developer, Flagsol GmbH, is a 100% subsidiary of the solar project developer and manufacturer of solar plants, Solar Millennium AG.",,
"Fletcher Creamer Son",,"New Jersey",,Solar,"New Jersey-based engineering and contracting firm that is also engaged in project development within the solar sector.",,
Flexitron,,"Bangalore, Karnataka, India","560 095",Solar,"Manufactures and distributes own-brand PV-powered lamps and a solar electric bicycle conversion kit.",,
Flextronics,,"Singapore, Singapore",,"Services,Solar","Electronics Manufacturing Services (EMS) provider with activities in solar inverters and PV modules.",,
"Flisom AG",,"Zurich, Switzerland",8005,"Efficiency,Solar","Flisom has a high-efficiency copper-indium-gallium-selenide technology that it plans to put on plastic foilâ€”not glassâ€”potentially opening up new applications like solar for cell phones.",,
"Flix Solar",,Spain,,Solar,"Flix solar is developing a 12MW solar park in Flix, Tarragona, Spain.",,
"Flore Fuetterer Solarbeteiligungen GmbH",,"Mecklenburg-Western Pomerania, Germany",,Solar,"Private investment group with stakes in several major German solar companies.",,
"Florida Solar Energy Research and Education Foundation FlaSEREF",,Florida,34429,Solar,"A non-profit organisation formed to foster the knowledge and use of solar energy in Florida.",,
"Fonroche Energie",,"ROQUEFORT, France",47310,Solar,"France-based company specializing in the manufacturing of PV solar panels.",,
"Fonroche Pevafersa JV",,France,,"Buildings,Solar","France-based JV focusing on the production of solar PV panels for industrial buildings.",,
"Formaro GmbH",,"Netphen, North Rhine-Westphalia, Germany",57250,"Renewable Energy,Solar","Germany-based renewable energy components provider, specifically in the areas of PV and thermal solar.",,
"Formosun Solar Corp",,"Hsinchu County, Taiwan",303-51,Solar,"Thin-film solar cell producer based in Taiwan.",,
"Fortesa SpA",,Italy,,Solar,"Italy-based developer of PV solar plants.",,
Forthlighting,"1/C, Zamzama Comm, DHA Ph-V, Karachi.","Karachi, Sindh,Pakistan",,Solar,"Solar street lights, solar outdoor lights, solar garden lights",https://www.forth-lighting.com/,
"Founder Advisors LLC","3540 Longwood Ave","Boulder, Colorado,United States",80305,"Solar,Gateway:Water Power,Transportation,Batteries and Storage",,http://www.founderadvisors.tech,
"Four Seasons Windpower, LLC","1697 Wilbur Road","Medina, Ohio",44256,"Solar,Wind energy","Retail product sales and distribution",http://www.fswindpower.com,
"Fraunhofer Center for Sustainable Energy Systems: TechBridge Program","5 Channel Center Street Boston, MA 02210","Boston, Massachusetts,United States",02210,Solar,,https://www.cse.fraunhofer.org/techbridge,
"Fraunhofer Institute for Solar Energy Systems ISE",,"Freiburg, Germany",79110,Solar,"Leading solar research institute.",,
FreEner-g,"2740 31st Avenue South","Minneapolis, Minnesota",55406,Solar,"solar electric systems",http://www.freener-g.com/,
"Free Energy Alliance",,"Avon, Ohio",44011,"Solar,Wind energy",,http://www.freeenergyalliance.com,
"Free Energy Europe",,"Lens, France",,Solar,"Solar electric systems",http://www.freeenergyeurope.com/,
"Free Energy International Canada",,"Richmond, British Columbia, Canada",,"Geothermal energy,Solar","British Columbia-based Free Energy is a technology developer focused on the solar thermal, geothermal and waste-to-energy sectors. The company has received government funding in Alberta for a geothermal project it is developing with Borealis GeoPower.",,
"Free Power SL",,"Barcelona, Spain",8110,Solar,"Distributor of products to the solar power industry in Spain.",,
"Free Share R D",,Israel,,"Solar,Wind energy","Developer of wind and solar generating systems in addition to being a a developer of anti-missile and space launching rocket solutions.",,
FreeSolarAudit.com,Kilimani,"Nairobi,Kenya",,Solar,"solar audits",http://www.freesolaraudit.com,
"Freedom Energy Solutions LLC",,"Westminster, Maryland",21157,"Geothermal energy,Solar","Retailer and installer of solar passive, PV and geothermal systems for household use.",,
"Freener g",,"Minneapolis, Minnesota",55408,Solar,"Freener-g is a Minnesota company that offers solar electricity leasing in Minneapolis and St. Paul.",,
"Freewatt Ltd formerly Lincolnshire Windpower Ltd",,"Lincolnshire, England, United Kingdom","LN9 5JF","Renewable Energy,Solar,Wind energy","Lincolnshire-based firm specialising in the installation of renewable energy apparatus such as wind turbines, solar photovoltaic/thermal panels and heat pumps.",,
"Fronius International GmbH",,"Wels-Thalheim, Austria",4600,Solar,"Focused on welding systems, solar inverters and battery chargers.",,
"Future Heating",,"London, England, United Kingdom",,Solar,"Designs and installs solar passive water heating systems.",,
"Futuro Sinergy",,"Almeria, Spain",,Solar,"Spain-based solar project developer.",,
"Fuyuan Silicon Co Ltd",,"Baishan, Jilin Province, China",,Solar,"A Chinese solar-grade polysilicon producer using metallurgical method.",,
"G I E Al Wahdoui",,Morocco,"BP 131",Solar,"GIE Al Wahdoui is developing a solar project in Plage, Morocco.",,
"G R Inc formerly known as Jawon Medical Co Ltd",,"Gwangju, Gwangju, Korea (Republic)",506-455,Solar,"Korea-based solar system integrator and project developer.",,
"GA SNC Solar",,Nevada,,Solar,"Nevada-based PV project developer and joint venture of GA-Solar North America and Sierra Nevada Corp.",,
"GA Solar",,"Madrid, Spain",28045,Solar,"Madrid based solar project developer, owned by Spanish industrial group Corporacion Gestamp.",,
"GCL Poly CIC JV",,China,,Solar,"China-based JV developer of PV and other solar energy projects.",,
"GCL Solar Energy Technology Holdings formerly GCL Silicon aka Jiangsu Zhongneng Polysilicon",,"Xuzhou, Jiangsu Province, China",221131,Solar,"China-based solar grade polysilicon producer.",,
"GE Energy Formerly GE Power Systems",,"Atlanta, Georgia",30339,"Renewable Energy,Solar,Wind energy","Atlanta-based supplier of power generation and energy delivery technologies in all areas of the energy industry including renewable resources such as water, wind, solar and alternative fuels.",,
"GE Renewable Energy","Boulogne-Billancourt, Paris",France,,"Hydropower,Renewable Energy,Solar,Wind energy,Hydrogen",,https://www.gerenewableenergy.com/,
"GE Solar Power",,Delaware,,Solar,"The solar business area of GE Energy offers a broad range of products, from photovoltaic (PV) cells through solar modules to complete packages for residential, commercial and industrial systems. GE Energy boosted its capabilities in this area by acquiring AstroPower's assets in July 2004.",,
"GEA Caldemon formerly known as Caldemon Iberica",,Spain,,Solar,"GEA Caldemon manufacturers shell and tube heat exchangers and surface condensers, commonly used in solar thermal power plants.",,
"GEA Group",,"Bochum, Germany",44809,"Biofuels,Solar","Bochum-based, engineering group specialising in process engineering and components for the food, pharmaceutical and petrochemical industries. GEA through its subsidiaries is involved in the solar and biofuels sector.",,
"GEPS Techno","GEPS Techno, 1 route de la Croix Moriau, 44350 Guérande",France,,"Marine Energy,Renewable Energy,Solar,Wind energy",,https://geps-techno.com/en/home/,
GHESolar,,"United Kingdom","RG14 2TF",Solar,"Wholesaler of solar panels based in Berkshire, UK.",,
"GIGASTORAGE Corp",,"Hsinchu,, Taiwan",,Solar,"A Taiwan-based Optical Storage Media manufacture, who also produces Al/Ag or Al+Ag paste for solar cells.",,
"GLASSTECH INC",,"Perrysburg, Ohio",43551,"Buildings,Efficiency,Services,Solar,Vehicles",,http://www.glasstech.com/default.aspx,
"GP Solarpark",,"ReuÃŸenkÃ¶ge, Germany",25821,Solar,"GP Solarpark provides project engineering, construction and establishment of photovoltaic power plants.",,
"GS Yuasa Corp",,"Minato-Ku, Kyoto, Japan",601-8520,Solar,"Kyoto-based company involved in battery manufacturing and power conditioners for solar systems.",,
"GSMSolar formerly Shanghai General Silicon Material Co Ltd",,"Kunshan, Jiangsu Province, China",215300,Solar,"Chinese solar ingot and wafer manufacturer.",,
"GT Equipment Techologies (Gti)","243 Daniel Webster Highway","Merrimack, NH",03054,Solar,,http://www.gtsolar.com/index.php?m=about,
"GT Solar, Inc.","243 Daniel Webster Highway","Merrimack, New Hampshire",03054,Solar,"solar power systems",http://www.gtsolar.com/,"Northeast - NY NJ CT PA Area"
"GWU Solar GmbH",,Germany,,Solar,"Solar PV and thermal system manufacturers.",,
"Gabriel Benmayor SA",,"Barcelona, Spain",8110,Solar,"Barcelona-based, manufacturer and distributor of solar inverters in Spain.",,
"Gadhia Solar Energy Systems Pvt Ltd GSESPL",,"Valsad, Gujarat, India",396035,Solar,"Valsad-based, solar project developers.",,
"Gaiam Real Goods","833 W So. Boulder Rd","Boulder, Colorado",80307,Solar,"PV panel, efficient lighting distributor",http://www.gaiam.com/realgoods/,"Rockies Area"
"Galip Solar GmbH",,Germany,,"Services,Solar","Germany-based solar project developer, offering end user services of design, project development and installation of PV systems.",,
"Gallant Precision Machining GPM",,"Hsinchu, Taiwan",,Solar,"Engaged in the design and manufacture of solar cell manufacturing equpiment.",,
"Gander Energy",,"Ontario, Canada","M1R 2T6",Solar,"Ontario based solar power project developer.",,
"Gansu Huadian Jiayuguan Solar Power",,"Gansu Province, China",,Solar,"Gansu-based solar project developer. A JV between China Huadian New Energy Development and Shanghai Aerospace Automobile Electromechanical Co Ltd.",,
"Gansu Natural Energy Research Institute GNERI",,"Lanzhou, Gansu Province, China",730000,"Renewable Energy,Solar","Involved in the research for renewable energy, especially in solar.",,
"Gansu PV Co Ltd",,"Lanzhou, Gansu Province, China",730000,Solar,"Gansu PV Co Ltd is active in manufacturing, installing and servicing SHS and small portable solar lighting systems.",,
"Garrard Hassan",,"United Kingdom",,"Renewable Energy,Solar,Wind energy","UK based independent renewable energy consultancy firm serving the wind, marine and solar sectors worldwide.",,
"Gate Solar",,Spain,,Solar,"JV set up for the promotion, exploitation and sale of photovoltaic solar power plants.",,
GeckoLogic,,Germany,,"Buildings,Solar","GeckoLogic is a solar system design and engineering company in Germany. It designs and installs photovoltaic systems for homes, businesses, government facilities and commercial buildings. The company also develops PV components, including modules and monitoring systems.",,
"Gehrlicher Solar AG",,"Neustadt, Germany",96465,Solar,"Germany-based company that plans, builds and markets photovoltaic and solar thermal plants. It consults for local, private and environmental organisations, specialising in citizen shareholding.",,
"GenDrive Limited",,"Cambridge, United Kingdom","CB23 3GY","Renewable Energy,Solar,Wind energy","Developing a range of grid-connected inverters, 'Plug & Play', for renewable energy (mostly solar and wind) systems. These are intended to improve ease of installation.",,
"GenH2 Discover Hydrogen","505 Odyssey Way #400 Exploration Park","Merritt Island, Florida,United States",32953,"Bioenergy,Biofuels,Hydropower,Hydrogen,Renewable Energy,Services,Solar,Vehicles",,https://genh2hydrogen.com/,
GenRenew,"5A Marlen Dr.","​Hamilton Township, New Jersey,United States",08691,"Services,Solar","Solar Panel",http://www.genrenew.com/,
"Generaciones Fotovoltaicas de la Mancha GFM",,"Toledo, Spain",45850,"Solar,Wind energy","Spanish solar and wind system builder and project developer.",,
"Genesis Electronics",,,,Solar,"Technology company, focusing on consumer applications for solar energy and alternative energy sources.",,
"Geo Energy Technology",,"Gangwon-Do, Korea (Republic)",210-792,Solar,"Manufacturs biodiesel plants and designs and constructs solar power systems.",,
GeoGenix,,"New Jersey","NJ 07760",Solar,"US-based solar energy company.",,
GeoInnovation,"2828 N. Country Club, Suite 103","Tucson, Arizona",85716,Solar,,http://www.geoinnovation.com/,
"GeoPeak Energy","285 Davidson Avenue","Somerset, New Jersey",08873,Solar,"Residential and Commercial PV Solar Installations",http://www.geopeakenergy.com,"Northeast - NY NJ CT PA Area"
"GeoWells International",,"Nairobi, Kenya",,"Geothermal energy,Solar,Wind energy","Kenya-based geothermal driller. The company also supplies and installs wind and solar units.",,
"Gesfesa Energia SL",,"Valencia, Spain",46004,Solar,"Involved in construction of buidings and and solar infrastructure.",,
"Gestamp Biotermica",,"Madrid, Spain",28045,"Biomass,Solar","Biothermica is the company within gestamp dealing with products on the Biomass/Solar side.",,
"Gestion de Construccion Civil S L",,"Albacrete, Spain",,Solar,"Albacrete-based solar PV project developer.",,
"Gestion y Desarrollo Energias Renovables SLU GDER",,"Milan, Spain",,Solar,"Developing and administrating PV projects in Spain, which it sells to investors on a solar farm basis.",,
"Gestora Fotovoltaica de Castellon",,Spain,,Solar,"Developer of a 1.1MW solar farm, of which 76.0% was acquired by Fersa Energias Renovables in October 2006.",,
"Ghella Spa",,"Roma, Italy",196,Solar,"Italian construction company. Ghella , through a JV with Spanish project developer Gransolar, develops PV projects in Italy.",,
"Gijeon Wintec co ltd",,"Gwangju, Gwangju, Korea (Republic)",,"Solar,Wind energy","Korean wind and solar project developer.",,
"Gimcheon Enervix Co Ltd",,"Gimcheon, Korea (Republic)",740-831,Solar,"SPV for Gimcheon Solar PV Site 1 CDM Project, located in Gyeongbuk, Korea.",,
"Ginlong (Ningbo) Technologies Co. Ltd","No. 57 Jintong Road, Seafront (Binhai) Industrial Park, Xiangshan Economic Development Zone, Xiangshan","Ningbo, Zhejiang, China",315712,"Solar,Wind energy","Solar,Wind,Hybrid inverter (UL, CEC, CE) and Small Wind Parts: PMG, Controller, Dump load",http://www.ginlong-usa.com,
"Gintech Energy Corporation",,"Taipei, Taiwan",114,Solar,"Taiwan-based Gintech focuses on the production and development of crystalline silicon solar cells.",,
"GiraMundo BV",,"Deventer, Netherlands",7411TH,Solar,"GiraSolar's project development division.",,
"GiraSolar Turkey",,"Fethiye Mugla, Turkey",48300,"Services,Solar","GiraSolar's representation in the Middle East and Mediterranean region, offering installation, engineering, and O&M services for PV systems.",,
"Girasole Srl",,Italy,,Solar,"Italy-based solar project developer.",,
Gizmatic,"7411 Livingston Rd., STE 204, Oxon Hill, MD 20745","Oxon Hill, Maryland,United States",20745,"Services,Solar",,https://www.gizmatictech.com/,
"GlassPoint Solar Inc",,"San Francisco, California",94105,Solar,"San Francisco-based developer and marketer of solar industrial process heat generating equipment for a wide range of industries including enhanced oil recovery, municipal waste water treatment and electrical power generation.",,
"Global Battery Solutions","581 Ottawa Ave, Ste 100","Holland, Michigan,United States",49423,Solar,,https://www.globalbatterysolutions.com,
"Global Energy Investors",,"Waltham, Massachusetts",2451,"Biomass,Hydropower,Solar,Wind energy","Massachusetts-based Global Energy Investors was formed in 2009 to invest primarily in wind and solar power projects but it may also consider biomass and hydro projects.",,
"Global Solar Energy Inc GSE",,"Tucson, Arizona",85747,Solar,"US-based manufacturer of thin-film copper indium gallium diselenide (CIGS) solar cells with factory in Tucson, Arizona.",,
"Global Warming Solutions Inc previously Southern Investments Inc",,"Houston, Texas",77002,Solar,"Developer of a combined PV and thermal energy solar system called light electric and thermal generator (LETG).",,
"Globasol Energias Renovables SL",,Spain,,Solar,"Develops solar projects on behalf of a cooperative of individuals.",,
GoCreate,"1845 Fairmount St, Wichita KS 67260","Wichita, Kansas,United States",67260,"Renewable Energy,Solar",,http://gocreate.com,
"Goldbeck Solar GmbH",,"Hirschberg an der BergstraÃŸe, Germany",69493,Solar,"A daughter company of German construction- and service company Goldbeck, Goldbeck Solar installs and maintains PV installations for the mid-size commercial market.",,
"Goodwill Instrument","No.7-1, Jhongsing Road.,","Tucheng Dist., New Taipei City",236,"Efficiency,Solar","Electronic Load, DC Power Supply, AC Power Supply, Oscilloscope, Digital Multi-Meter, Spectrum Analyzer",http://www.goodwill.com.tw,
"Green Asia Technologies, Inc.","Le Domaine Building,GF
104 Tordesillas Street, Salcedo Village","Makati City, Philippines,Philippines",1227,Solar,Solar/PV,http://www.greenasiatec.com,
"Green Energy Ohio","7870 Olentangy River Road, Suite 209","Columbus, Ohio",43235,"Biomass,Solar,Wind energy","Trainining and education",http://www.greenenergyohio.org,
"Green Energy World GmbH",,Germany,,"Renewable Energy,Solar,Wind energy","Green Energy World GmbH is a service provider in the field of renewable energies. As a marketing agency the company supports project developers and operators with the implementation and marketing of their wind and solar farms.",,
"Green India Renewables Pvt Ltd",,"Kochi, Kerala, India","682 011",Solar,"Kochi-based firm that develops and markets solar products including Solar PV Modules, Solar Water Heaters, Solar Lamps and Solar PV Street Lights.",,
"Green Joules",,"Park City, Utah",80460,"Solar,Wind energy","Project developer focussing on wind farms larger than 100MW, and interested in pursuing commercial-scale solar power projects.",,
"Green Power Developers","366 Ramtown Greenville Rd.","Howell,NJ",07731,Solar,,http://Greenpowerdevelopers.com,"Northeast - NY NJ CT PA Area"
"Green Power Group Ltd",,,,Solar,"A company under Nixon International Group specilized in solar technology R&D.",,
"Green Power Labs Inc",,"Dartmouth, Nova Scotia, Canada",B2Y4M9,"Services,Solar","Provides solar energy assessment and consulting services.",,
"Green Solar Finance",,Connecticut,,Solar,"Connecticut-based arranger of financing for clients of solar project developers.",,
"Green Systems UK",,"Cambridge, United Kingdom",,Solar,"Design and installation of vacuum tube & flat plate solar hot water systems, heat pumps, underfloor heating and bio-mass boliers.",,
"Green Tech Solar Inc GTS",,"New Westminster, British Columbia, Canada","V3M 3S6",Solar,"British Columbia-based firm involved in the development of utility-scale solar and bio energy projects in the southwestern United States.",,
"GreenField Solar Corp.","7881 Root Road","North Ridgeville, Ohio",44039,Solar,"Installation,Manufacturing,Research and development",http://www.greenfieldsolar.com,
"GreenHunter Energy Inc",,"Grapevine, Texas",76051,"Biofuels,Renewable Energy,Solar,Wind energy","Renewable energy holding company specialising in wind, biofuels and solar projects.",,
"GreenPower Electronic Industries Inc USA","11011 S. WILCREST E-101","HOUSTON,, TEXAS,United States",77099,"Efficiency,Renewable Energy,Services,Solar","Solar Inverters, Power Inverters, UPS, Voltage Stabilizers AVRs, Solar Modules, Solar Charge Controllers",http://www.gpelectronic.com,
GreenTower,,"Haiger 6, Germany",35708,Solar,"Developer of a solar chimney technology, with greenhouses for food production. Hopes to deploy this in Namibia.",,
GreenVolts,"50 First Street","San Francisco, California",94105,Solar,"PV developer",http://www.greenvolts.com/,"Bay Area"
Greenchoice,,"Rotterdam, Netherlands","3024 BG","Biomass,Carbon,Solar,Wind energy","Seller of electricity from wind, solar, biomass and marine projects as well as natural gas, offsetting carbon emissions with approximately 135 trees per customer and protecting 40,000ha of Amazonian rainforest.",,
"Greenergy Renewables Pvt Ltd",,"Mumbai, Maharashtra, India",400023,"Solar,Wind energy","Mumbai-based firm involved in development of wind and solar projects. The firm is a subsidiary of Blue Crane Holdings Pvt. Ltd.",,
Greenergyze,,Brazil,,Solar,"Guatemalan downstream solar integrator.",,
"Greenland New Energy",,"Zhenjiang, Jiangsu Province, China",,Solar,"China-based firm involved in silicon thin film solar cell technology.",,
"Greenlight Energy Resources Inc GER",,"Charlottesville, Virginia","VA 22902","Biofuels,Renewable Energy,Solar,Wind energy","Charlottesville-based venture capital investor in early-stage renewable energy companies in the biofuels, solar, & wind sectors.",,
"Greenshine New Energy","23661 Birtcher Dr.","Lake Forest, California,United States",92630,"Renewable Energy,Solar","solar LED lights, solar LED parking lot lights, solar street lights, LED lights",https://www.streetlights-solar.com,
"Greentown Labs","444 Somerville Ave., Somerville, MA 02143","Somerville, Massachusetts,United States",02143,"Renewable Energy,Solar",,https://www.greentownlabs.com/,
"Greentown Learn","28 Dane St., Somerville, MA 02143","Somerville, Massachusetts,United States",02143,"Renewable Energy,Solar",,http://greentownlearn.org/,
"Greenvision Ambiente Spa",,"Reggio Emilia, Italy",42020,Solar,"Italian engineering company focussed on building waste-to-energy plants, as well as solar PV and thermal project development.",,
"Grenzone Pte Ltd",,Singapore,,Solar,"Singapore-based system integrator for solar PV projects in Malaysia, Thailand and Indonesia.",,
GroSolar,"601 Old River Road Suite 3","White River Junction, Vermont",05001,Solar,,http://www.grosolar.com,
"GroSolar formerly Global Resource Options Inc",,Vermont,"VT 05001",Solar,"A solar integration firm that designs, distributes, and installs solar electric, hot water and air systems in the USA.",,
"Grounded Renewable Energy",,"Carbondale, Colorado",81623,"Renewable Energy,Solar","Grounded Renewable Energy designs turn-key solar systems for homes and businesses in Colorado.",,
"Groupe Valeco",,"Montpellier, France",34070,"Biomass,Solar,Wind energy","Develops wind, solar, biomass and cogeneration projects in France.",,
"Grupo Alfonso Gallardo",,Spain,,"Solar,Wind energy","Badajoz-based steel manufacturer with operations throughout Spain. Involved in the development of solar and wind projects.",,
"Grupo Arranz Acinas",,"Burgos, Spain",9004,"Biomass,Renewable Energy,Solar,Wind energy","Arranz Acinas is a construction and real-estate firm with a track record developing wind, solar PV and biomass projects since the early 2000s. In 2009, it spun-off its renewables area, which now operates independently under the Energos brand, albeit with the same investors and management. Energos is currently developing five 200MW wind projects in Kansas, Minnesota and Texas.",,
"Grupo Ibereolica",,"Madrid, Spain",28009,"Solar,Wind energy","Spanish solar and wind farm developer.",,
"Grupo Pevafersa",,"Zamora, Spain",49800,"Services,Solar","Develops PV projects, assembles modules, produces a tracking system for PV projects, and offers solar consultancy services.",,
"Grupo Portocarrio S A",,Spain,,Solar,"Spanish-based solar PV project developer.",,
"Grupo San Isidro",,"San Miguel, Spain",38620,Solar,"Spanish-based retailer of building materials and hardware. Involved in the development of solar PV plants.",,
"Grupo San Jose",,"Madrid, Spain",28760,"Solar,Wind energy","Madrid based company which develops several projects including wind and solar.",,
"Grupo Sylcom",,"Madrid, Spain",28021,"Services,Solar","An IT and network company. Owns a subsidy called Slycom Solar that offers engineering consultant services to PV and STEG plants.",,
"Grupo Unisolar SA",,Spain,,Solar,"Manufacturer of a-Si thin film and solar water heaters.",,
Grupovi,,Spain,,Solar,"Spanish real estate agency developing solar projects in Spain with Ecotecnia.",,
"Gruppo Sistemi Energetici",,"Foggia, Italy","IVA 03231620711","Biomass,Geothermal energy,Renewable Energy,Solar,Wind energy","Renewable project developer including solar, wind, geothermal and biomass.",,
"GuangZhou ZhongKe HengYuan Energy Tenchnology Co Ltd ZKenergy",,"Guangzhou, Guangdong Province, China",510640,"Solar,Wind energy","A high-tech industrialization enterprise dedicated to research, development, manufacture and marketing of full-permanent magnetic levitation (Maglev) wind turbines and wind-solar power mutual supplementary generator system.",,
"Guangdong Fivestar Solar Energy",,"Dongguan, Guangdong Province, China",523051,Solar,"Manufacturer of solar water heating system and PV products.",,
"Guangdong Global Power and Water Industries Ltd",,"Meizhou, Guangdong Province, China",,Solar,"China-based JV researcher and developer of solar PV and power projects",,
"Guangdong Guohua New Energy Investment Co Ltd",,"Heyuan, Guangdong Province, China",,Solar,"China-based solar project developer focuses on researching thin-film module technology and developing building integrated PV plants.",,
"Guangdong Yueneng Co Ltd",,"Guangzhou, Guangdong Province, China",510075,"Hydropower,Solar,Wind energy","A project developer engages in hydro, wind, clean coal and solar power generation.",,
"Guanghui New Energy Co Ltd",,"Jiangsu Province, China",222047,Solar,"A designer and manufacturer of solar electronic products and solar water heater products.",,
"Guangxi Chengjiyongxin Solar Technology Engineering Co Ltd",,"Nanning, Guangxi Autonomous Region, China",530022,Solar,"Mainly engages in the research, production, sale, installing, maintenance of solar technology and integration of energy-saving engineering.",,
"Guangzhou ChienSong Grind Material",,"Guangdong Province, China",,Solar,"Chinese supplier of materials used in the production of solar PV modules.",,
"Guangzhou Felicity Solar Technology Co., Ltd","No3, Gangpu Third Road, Nanling Village, Taihe Town, Baiyun Area","Guangzhou, Guangdong,China",510000,"Renewable Energy,Solar","solar panels, solar inverter, solar controller, solar fridge, solar freezer",http://www.felicitysolar.com,
"Guardian Industries Corp",,"Auburn Hills, Michigan",48326-1714,Solar,"Michigan-based firm that manufactures float glass and fabricated glass products. Applications of their products cover PV and Solar Thermal Electricity Generation (STEG).",,
"Guasti Wind and Solar","10328 El Centro","Oak Hills, California,United States",92344,"Renewable Energy,Solar,Wind energy","Distributed Wind Installation",https://www.guastisolar.com/,
"Guiyang Polysource Silicon Co Ltd Formerly Jiayuan Sunshine Guiyang Hi New Sunshine Technology",,"Guiyang, Guizhou Province, China",,Solar,"A Chinese solar grade silicon producer using metallurgical method.",,
